Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
6,Persistency of methane mitigation by dietary nitrate supplementation in dairy cows. ,"Van Zijderveld, S. M., Gerrits, W. J. J., Dijkstra, J., Newbold, J. R., Hulshof, R. B. A., & Perdok, H. B.",Journal of Dairy Science,94,4028-4038,2011,Netherlands,Completely Random Design,Nitrate d37-d41,21,g/kg,10,Nitrate,Electron Acceptor,Lactating,Non-cannulated,Individual,TMR,12,5,17,NIR,2,,,Respiration chamber,104,,,,Restricted,Corn silage,53,Alfalfa Hay,9,Formaldehyde SBM/SBM/wheat/corn/ beet pulp,66,19.7,0.76,,,4.47,15.6,,4.3,7.6,32.5,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,1.09,,,,,,,98.5,0.28,,,,,,,,,,,,,28.3,0.87,,,4.02,0.172,,,3.05,0.058,,,,,,,4.53,0.058,,,,,,,,,,,,,27.9,0.91,,,11.9,0.49,,313,12.5,,,15.9,0.47,,,4.7,0.15,,,11.5,0.52,,,,,,,,,,,,,,,,,,,,,,,
6,Persistency of methane mitigation by dietary nitrate supplementation in dairy cows. ,"Van Zijderveld, S. M., Gerrits, W. J. J., Dijkstra, J., Newbold, J. R., Hulshof, R. B. A., & Perdok, H. B.",Journal of Dairy Science,94,4028-4038,2011,Netherlands,Completely Random Design,Nitrate d61-d65,21,g/kg,10,Nitrate,Electron Acceptor,Lactating,Non-cannulated,Individual,TMR,12,5,17,NIR,2,,,Respiration chamber,104,,,,Restricted,Corn silage,53,Alfalfa Hay,9,Formaldehyde SBM/SBM/wheat/corn/ beet pulp,66,19.2,0.76,,,4.47,15.6,,4.3,7.6,32.5,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,1.09,,,,,,,98.7,0.28,,,,,,,,,,,,,26.6,0.87,,,4.07,0.172,,,3.09,0.058,,,,,,,4.53,0.058,,,,,,,,,,,,,26.4,0.91,,,12.3,0.49,,318,12.5,,,16.6,0.47,,,5.1,0.15,,,11.9,0.52,,,,,,,,,,,,,,,,,,,,,,,
6,Persistency of methane mitigation by dietary nitrate supplementation in dairy cows. ,"Van Zijderveld, S. M., Gerrits, W. J. J., Dijkstra, J., Newbold, J. R., Hulshof, R. B. A., & Perdok, H. B.",Journal of Dairy Science,94,4028-4038,2011,Netherlands,Completely Random Design,Nitrate d85-d89,21,g/kg,10,Nitrate,Electron Acceptor,Lactating,Non-cannulated,Individual,TMR,12,5,17,NIR,2,,,Respiration chamber,104,,,,Restricted,Corn silage,53,Alfalfa Hay,9,Formaldehyde SBM/SBM/wheat/corn/ beet pulp,66,19.7,0.76,,,4.47,15.6,,4.3,7.6,32.5,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,1.09,,,,,,,98.5,0.28,,,,,,,,,,,,,26.6,0.87,,,4.04,0.172,,,3.09,0.058,,,,,,,4.49,0.058,,,,,,,,,,,,,26.4,0.91,,,12.3,0.49,,326,12.5,,,16.5,0.47,,,5.1,0.15,,,12.4,0.52,,,,,,,,,,,,,,,,,,,,,,,
10,"Methane production, digestion, ruminal fermentation, nitrogen balance, and milk production of cows fed corn silage-or barley silage-based diets. ","Benchaar, C., Hassanat, F., Gervais, R., Chouinard, P. Y., Petit, H. V., & Massé, D. I.",Journal of Dairy Science,97, 961-974,2014,Canada,Latin Square,"0% corn silage, 54.4% barley silage",, ,9,0% CS,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,18,32,Wet Chemistry,2, ,707,Respiration chamber,114,,,,Ad libitum,Barley silage,54.4,,,"Barley grain, soybean meal",59.9,21.9,0.66,,,4.51,16.7,,6.26,7.1,37.8,24.4,,16.6,6.35,0.032,,,8.34,0.43,,,93.1,3.78,,,64.5,0.82,,,20.9,1.02,,,11.1,0.38,,,Cannula,63.2,0.62,,,64.4,0.67,,,70,0.75,,,62.7,0.71,,,42.4,1.84,,,41.5,2.01,,,92,0.48,,178,8.6,,,228,8.2,,,,,,31.9,0.88,,,4.1,0.227,,,3.31,0.074,,,,,,,4.46,0.057,,,35.1,1.52,,,,,32.5,1.6,,,,,,,15.8,0.61,,487,17.2,,,22.3,0.58,,,6.6,0.174,,,15.3,0.6,,,14,0.51,,,,,,,,,,,,,,,,,,,
10,"Methane production, digestion, ruminal fermentation, nitrogen balance, and milk production of cows fed corn silage-or barley silage-based diets. ","Benchaar, C., Hassanat, F., Gervais, R., Chouinard, P. Y., Petit, H. V., & Massé, D. I.",Journal of Dairy Science,97, 961-974,2014,Canada,Latin Square,"27.2% corn silage, 27.2% barley silage",, ,9,27% CS,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,18,32,Wet Chemistry,2, ,707,Respiration chamber,114,,,,Ad libitum,Barley silage,27.2,Corn silage,27.2,"Barley, corn, corn gluten feed, soybean meal,soybean hulls",59.9,24.9,0.66,,,4.48,16.1,,5.82,6.4,35.4,22.1,,20.6,6.37,0.032,,,7.27,0.43,,,97.7,3.78,,,62.7,0.82,,,21.8,1.02,,,11.7,0.38,,,Cannula,65.8,0.62,,,67.2,0.67,,,68.7,0.75,,,65.2,0.71,,,43.5,1.84,,,43.5,2.01,,,94.9,0.48,,203,8.6,,,222,8.2,,,,,,35,0.88,,,3.94,0.227,,,3.46,0.074,,,,,,,4.49,0.057,,,37.9,1.52,,,,,34.6,1.6,,,,,,,14,0.61,,540,17.2,,,21.8,0.58,,,6.49,0.174,,,15.6,0.6,,,14.4,0.51,,,,,,,,,,,,,,,,,,,
10,"Methane production, digestion, ruminal fermentation, nitrogen balance, and milk production of cows fed corn silage-or barley silage-based diets. ","Benchaar, C., Hassanat, F., Gervais, R., Chouinard, P. Y., Petit, H. V., & Massé, D. I.",Journal of Dairy Science,97, 961-974,2014,Canada,Latin Square,"54.4% corn silage, 0% barley silage",, ,9,54% CS,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,18,32,Wet Chemistry,2, ,707,Respiration chamber,114,,,,Ad libitum,Corn silage,54.4,,,"Corn, corn gluten feed, soybean meal, soybean hulls",59.9,26.2,0.66,,,4.49,15.9,,5.59,5.5,32.4,18.6,,25.6,6.32,0.032,,,6.32,0.43,,,97.8,3.78,,,61.4,0.82,,,23.6,1.02,,,11.6,0.38,,,Cannula,69.3,0.62,,,70.7,0.67,,,68.5,0.75,,,69,0.71,,,46.2,1.84,,,46.2,2.01,,,97.9,0.48,,213,8.6,,,224,8.2,,,,,,37,0.88,,,3.72,0.227,,,3.47,0.074,,,,,,,4.56,0.057,,,38.9,1.52,,,,,35.2,1.6,,,,,,,12.7,0.61,,523,17.2,,,19.1,0.58,,,5.67,0.174,,,14.4,0.6,,,13.5,0.51,,,,,,,,,,,,,,,,,,,
13,"Linseed suppresses enteric methane emissions from cattle fed barley silage, but not from those fed grass hay. ","Chung, Y. H., He, M. L., McGinn, S. M., McAllister, T. A., & Beauchemin, K. A.",Animal Feed Science and Technology,166,321-329,2011,Canada,Latin Square,Barley silage,0,g/kg DM,12,Silage–Control ,Control,Nonlactating,Cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,,866,Sulfur Hexafluoride (SF6) tracer technique,,,,,Restricted,Barley silage,47.5,,,barley + pelleted supplement,47.5,10.9,0.39,,,4.11,11.8,,2.4,7.6,30.6,18.5,,36.3,6.3,0.05,,,5.90,0.43,,,103,2.6,,,63.7,1.00,,,19,0.91,,,12.8,0.54,,,Cannula,61.2,1.1,,,62.6,1.03,,,,,,,,,,,29.6,1.66,,,22.9,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,16.5,,,26.4,1.18,,,9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Linseed suppresses enteric methane emissions from cattle fed barley silage, but not from those fed grass hay. ","Chung, Y. H., He, M. L., McGinn, S. M., McAllister, T. A., & Beauchemin, K. A.",Animal Feed Science and Technology,166,321-329,2011,Canada,Latin Square,Grass Hay,0,g/kg DM,12,Hay–Control ,Control,Nonlactating,Cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,,858,Sulfur Hexafluoride (SF6) tracer technique,,,,,Restricted,Grass hay,47.5,,,barley + pelleted supplement,47.5,10.3,0.39,,,3.99,12.7,,2.1,6.1,33.1,21.6,,31.4,6.1,0.05,,,3.40,0.43,,,106,2.6,,,62.8,1.00,,,21.8,0.91,,,11.3,0.54,,,Cannula,64.9,1.1,,,66.4,1.03,,,,,,,,,,,29.1,1.66,,,22,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,16.5,,,19.6,1.18,,,6.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Linseed suppresses enteric methane emissions from cattle fed barley silage, but not from those fed grass hay. ","Chung, Y. H., He, M. L., McGinn, S. M., McAllister, T. A., & Beauchemin, K. A.",Animal Feed Science and Technology,166,321-329,2011,Canada,Latin Square,Barley silage+150 g linseed g/kg  DM,150,g/kg DM,12,Silage–Linseed,Lipid,Nonlactating,Cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,,868,Sulfur Hexafluoride (SF6) tracer technique,,,,,Restricted,Barley silage,47.5,,,barley + pelleted supplement + linseed,47.5,10.6,0.39,,,4.35,13.4,,7.2,8.1,31.5,20.1,,31.4,6.4,0.05,,,4.80,0.43,,,93,2.6,,,58.4,1.00,,,24.6,0.91,,,11.9,0.54,,,Cannula,57.2,1.1,,,58.1,1.03,,,,,,,,,,,23.7,1.66,,,16.5,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,16.5,,,17.8,1.18,,,5.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Linseed suppresses enteric methane emissions from cattle fed barley silage, but not from those fed grass hay. ","Chung, Y. H., He, M. L., McGinn, S. M., McAllister, T. A., & Beauchemin, K. A.",Animal Feed Science and Technology,166,321-329,2011,Canada,Latin Square,Grass Hay+150 g linseed g/kg DM,150,g/kg DM,12,Hay–Linseed,Lipid,Nonlactating,Cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,,859,Sulfur Hexafluoride (SF6) tracer technique,,,,,Restricted,Grass hay,47.5,,,barley + pelleted supplement + linseed,47.5,10.3,0.39,,,4.30,15,,7.7,7.2,31.7,21.2,,24.4,6.2,0.05,,,5.80,0.43,,,109,2.6,,,60,1.00,,,23.3,0.91,,,11.8,0.54,,,Cannula,63.2,1.1,,,64.7,1.03,,,,,,,,,,,27.1,1.66,,,18,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,16.5,,,18.6,1.18,,,5.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Differing effects of 2 active dried yeast (Saccharomyces cerevisiae) strains on ruminal acidosis and methane production in nonlactating dairy cows.,"Chung, Y. H., Walker, N. D., McGinn, S. M., & Beauchemin, K. A.",Journal of Dairy Science,94,2431-2439,2011,Canada ,Randomized block design,0 cfu/head,0,cfu,5,Control,Control,Nonlactating,Cannulated,Individual,TMR,21,14,35,Wet Chemistry,2,,785,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Barley silage,50,,,barley grain/canola meal/corn grain/corn dry distillers grain,50,14.1,0.65,,,4.30,16.9,,3.4,8,33.1,20,,28.4,6.24,0.06,,,8.40,0.50,,,111,3.5,,,63,0.70,,,19,0.50,,,13.3,0.60,,,Cannula,62.9,0.74,,,63.8,0.71,,,63.6,0.75,,,,,,,40,1.07,,,24.6,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,10,,,16.9,0.6,,,5.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Differing effects of 2 active dried yeast (Saccharomyces cerevisiae) strains on ruminal acidosis and methane production in nonlactating dairy cows.,"Chung, Y. H., Walker, N. D., McGinn, S. M., & Beauchemin, K. A.",Journal of Dairy Science,94,2431-2439,2011,Canada ,Randomized block design,1×1010 cfu/head yeast strain 1,1×1010 ,cfu,5,Strain 1,Direct-Fed Microbials ,Nonlactating,Cannulated,Individual,TMR,21,14,35,Wet Chemistry,2,,825,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Barley silage,50,,,barley grain/canola meal/corn grain/corn dry distillers grain,50,13.9,0.65,,,4.30,16.9,,3.4,8,33.1,20,,28.4,6.34,0.06,,,8.50,0.50,,,116,3.5,,,63.3,0.70,,,18.3,0.50,,,13.5,0.60,,,Cannula,61.7,0.74,,,62.7,0.71,,,61.2,0.75,,,,,,,38.3,1.07,,,24.1,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,10,,,17.5,0.6,,,5.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Differing effects of 2 active dried yeast (Saccharomyces cerevisiae) strains on ruminal acidosis and methane production in nonlactating dairy cows.,"Chung, Y. H., Walker, N. D., McGinn, S. M., & Beauchemin, K. A.",Journal of Dairy Science,94,2431-2439,2011,Canada ,Randomized block design,1×1010 cfu/head yeast strain 2,1×1010 ,cfu,5,Strain 2,Direct-Fed Microbials ,Nonlactating,Cannulated,Individual,TMR,21,14,35,Wet Chemistry,2,,797,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Barley silage,50,,,barley grain/canola meal/corn grain/corn dry distillers grain,50,15.2,0.65,,,4.30,16.9,,3.4,8,33.1,20,,28.4,5.98,0.06,,,7.50,0.50,,,120,3.5,,,61.4,0.70,,,20.4,0.50,,,13.7,0.60,,,Cannula,61.2,0.74,,,62.1,0.71,,,62.4,0.75,,,,,,,37.7,1.07,,,23.4,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,10,,,15.7,0.6,,,5.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Effects of a combination of feed additives on methane production, diet digestibility, and animal performance in lactating dairy cows. ","Van Zijderveld, S. M., Fonken, B., Dijkstra, J., Gerrits, W. J. J., Perdok, H. B., Fokkink, W., & Newbold, J. R.",Journal of Dairy Science,94,1445-1454,2011,Netherlands,Randomized block design,Control ,0,% of DM,10,CON,Control ,Lactating,Non-cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,, ,Respiration Chamber (Open-Circuit),176,,,,Restricted,Grass silage,29,Corn silage,21.7,maize/hominy feed/beet pulp/maize gluten feed/barley/soybean meal,52.5,16.4,0.21,,,,17,,6.4,7.9,34.9,,,16.8,,,,,21.53,0.68,,,134.9,2.28,,,60.3,0.32,,,19.8,0.40,,,15.3,0.39,,,Cannula,,,,,,,,,,,,,,,,,69.6,0.68,,,,,,,97.5,0.15,,,,,,,,,,,,,28.9,0.86,,,4.63,0.193,,,3.27,0.079,,,,,,,4.61,0.037,,,,,,,,,,,,,30.5,0.7,,,10.1,0.54,,362,7.1,,,22.1,0.65,,,6.2,0.1,,,12.8,0.43,,,,,,,,,,,,,,,,,,,,,,,
16,"Effects of a combination of feed additives on methane production, diet digestibility, and animal performance in lactating dairy cows. ","Van Zijderveld, S. M., Fonken, B., Dijkstra, J., Gerrits, W. J. J., Perdok, H. B., Fokkink, W., & Newbold, J. R.",Journal of Dairy Science,94,1445-1454,2011,Netherlands,Randomized block design,"lauric, myristic, linseed oil, calcium fumarate","0.4,1.2,1.5,0.7",% of DM,10,ADD,Lipid,Lactating,Non-cannulated,Individual,TMR,14,7,21,Wet Chemistry,2,, ,Respiration Chamber (Open-Circuit),176,,,,Restricted,Grass silage,28.8,Corn silage,21.6,maize/hominy feed/beet pulp/maize gluten feed/barley/soybean meal,52.2,15.9,0.21,,,,17,,6.2,7.8,33.9,,,16.5,,,,,18.06,0.68,,,126.3,2.28,,,58.6,0.32,,,23.0,0.40,,,13.6,0.39,,,Cannula,,,,,,,,,,,,,,,,,68.1,0.68,,,,,,,97.8,0.15,,,,,,,,,,,,,26.1,0.86,,,4.1,0.193,,,3.35,0.079,,,,,,,4.53,0.037,,,,,,,,,,,,,26.3,0.7,,,7.9,0.54,,325,7.1,,,20.5,0.65,,,5.7,0.1,,,12.7,0.43,,,,,,,,,,,,,,,,,,,,,,,
20,"Influence of cold-pressed canola, brewers grains and hominy meal as dietary supplements suitable for reducing enteric methane emissions from lactating dairy cows. ","Moate, P. J., Williams, S. R. O., Grainger, C., Hannah, M. C., Ponnampalam, E. N., & Eckard, R. J. ",Animal Feed Science and Technology,166,254-264,2011,Australia,Latin Square,Control,2.6,"Fat, %DM",16,CON,Control ,Lactating,Non-cannulated,Individual,TMR,22,2,24,NIR,2,,580,Respiration chamber,200,,,,Ad libitum,Grass silage,37.3,Alfalfa Hay,25.4,"Wheat, Canola meal",62.7,20.1,,,1.08,,18.4,,2.6,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,0.5,,,4.9,0.014,,,3.69,0.062,,,,,,,5.01,0.036,,,24.2,0.6,,,,,,,,,,,,,,,,500,10.5,,,25,0.49,,,,,,,22.1,1,,,19.3,0.67,,,,,,,,,,,,,,,,,,,
20,"Influence of cold-pressed canola, brewers grains and hominy meal as dietary supplements suitable for reducing enteric methane emissions from lactating dairy cows. ","Moate, P. J., Williams, S. R. O., Grainger, C., Hannah, M. C., Ponnampalam, E. N., & Eckard, R. J. ",Animal Feed Science and Technology,166,254-264,2011,Australia,Latin Square,Hominy meal  ,6.5,"Fat, %DM",16,HM,Lipid,Lactating,Non-cannulated,Individual,TMR,22,2,24,NIR,2,,580,Respiration chamber,200,,,,Ad libitum,Grass silage,37.7,Alfalfa Hay,25.5,"canola meal, hominy meal",63.2,20.4,,,0.64,,18.1,,6.5,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,0.5,,,4.62,0.014,,,3.59,0.062,,,,,,,5,0.036,,,24.3,0.6,,,,,,,,,,,,,,,,449,10.5,,,22.1,0.49,,,,,,,19.1,1,,,17.4,0.67,,,,,,,,,,,,,,,,,,,
20,"Influence of cold-pressed canola, brewers grains and hominy meal as dietary supplements suitable for reducing enteric methane emissions from lactating dairy cows. ","Moate, P. J., Williams, S. R. O., Grainger, C., Hannah, M. C., Ponnampalam, E. N., & Eckard, R. J. ",Animal Feed Science and Technology,166,254-264,2011,Australia,Latin Square,Brewers Grains,5.1,"Fat, %DM",16,BG,Lipid,Lactating,Non-cannulated,Individual,TMR,22,2,24,NIR,2,,580,Respiration chamber,200,,,,Ad libitum,Grass silage,37,Alfalfa Hay,26.5,"Wheat, Brewers grains",63.5,18.9,,,1.04,,20.2,,5.1,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,0.5,,,4.5,0.014,,,3.49,0.062,,,,,,,4.94,0.036,,,23.9,0.6,,,,,,,,,,,,,,,,462,10.5,,,23.7,0.49,,,,,,,20.1,1,,,18.7,0.67,,,,,,,,,,,,,,,,,,,
20,"Influence of cold-pressed canola, brewers grains and hominy meal as dietary supplements suitable for reducing enteric methane emissions from lactating dairy cows. ","Moate, P. J., Williams, S. R. O., Grainger, C., Hannah, M. C., Ponnampalam, E. N., & Eckard, R. J. ",Animal Feed Science and Technology,166,254-264,2011,Australia,Latin Square,Hominy meal + Cold-pressed Canola,5.2,"Fat, %DM",16,HCC,Lipid,Lactating,Non-cannulated,Individual,TMR,22,2,24,NIR,2,,580,Respiration chamber,200,,,,Ad libitum,Grass silage,37.4,Alfalfa Hay,25.6,"wheat, cold pressed canola meal,hominy meal",63,19.5,,,0.57,,19.1,,5.2,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,0.5,,,4.73,0.014,,,3.53,0.062,,,,,,,5.02,0.036,,,25.7,0.6,,,,,,,,,,,,,,,,476,10.5,,,23.8,0.49,,,,,,,19.2,1,,,17.2,0.67,,,,,,,,,,,,,,,,,,,
21,"Effect of forage-to-concentrate ratio in dairy cow diets on emission of methane, carbon dioxide, and ammonia, lactation performance, and manure excretion. ","Aguerre, M. J., Wattiaux, M. A., Powell, J. M., Broderick, G. A., & Arndt, C.",Journal of Dairy Science,94,3081-3093,2011,United States,Latin Square,F:C ratio 61:39,,,8,61:39,Diet Reformulation,Lactating,Cannulated,Individual,TMR,17,4,21,Wet Chemistry,2,,583,Respiration chamber,72.5,,,,Ad libitum,Alfalfa silage,30.5,Corn silage,30.5,corn/Soybean meal/expeller Soybean meal/roasted soybeans/ soy hulls/Cottonseed,61,20.7,0.7,,,,16.1,,,8.3,36,,,22.9,6.55,0.06,,,7.02,0.87,,,70,4.3,,,64.4,1.10,,,20.7,1.00,,,11,0.30,,,Cannula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,1.41,,,3.72,0.1,,,,,,,2.66,0.09,,,4.92,0.07,,,36.2,0.97,,,,,,,,,,,,,14.8,0.31,,586,29.4,,,29.1,1.21,,,,,,,16.1,0.64,,,16.3,0.63,,,,,,,,,,,,17974,804,,,894,37.3,,
21,"Effect of forage-to-concentrate ratio in dairy cow diets on emission of methane, carbon dioxide, and ammonia, lactation performance, and manure excretion. ","Aguerre, M. J., Wattiaux, M. A., Powell, J. M., Broderick, G. A., & Arndt, C.",Journal of Dairy Science,94,3081-3093,2011,United States,Latin Square,F:C ratio 54:46,,,8,54:46,Diet Reformulation,Lactating,Cannulated,Individual,TMR,17,4,21,Wet Chemistry,2,,583,Respiration chamber,72.5,,,,Ad libitum,Alfalfa silage,26.9,Corn silage,26.9,corn/Soybean meal/expeller Soybean meal/roasted soybeans/ soy hulls/Cottonseed,54,21.4,0.7,,,,16.2,,,7.7,33.4,,,26.3,6.45,0.06,,,8.76,0.87,,,63.6,4.3,,,63,1.10,,,21.5,1.00,,,11.1,0.30,,,Cannula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,1.41,,,3.68,0.1,,,,,,,2.71,0.09,,,4.92,0.07,,,38.3,0.97,,,,,,,,,,,,,14.3,0.31,,597,29.4,,,28.2,1.21,,,,,,,15.9,0.64,,,15.8,0.63,,,,,,,,,,,,18653,804,,,886,37.3,,
21,"Effect of forage-to-concentrate ratio in dairy cow diets on emission of methane, carbon dioxide, and ammonia, lactation performance, and manure excretion. ","Aguerre, M. J., Wattiaux, M. A., Powell, J. M., Broderick, G. A., & Arndt, C.",Journal of Dairy Science,94,3081-3093,2011,United States,Latin Square,F:C ratio 68:32,,,8,68:32,Diet Reformulation,Lactating,Cannulated,Individual,TMR,17,4,21,Wet Chemistry,2,,583,Respiration chamber,72.5,,,,Ad libitum,Alfalfa silage,33.9,Corn silage,33.9,corn/Soybean meal/expeller Soybean meal/roasted soybeans/ soy hulls/Cottonseed,68,20.8,0.7,,,,16.2,,,8.5,38.3,,,20,6.59,0.06,,,7.02,0.87,,,67.9,4.3,,,64.5,1.10,,,20.9,1.00,,,10.8,0.30,,,Cannula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,1.41,,,3.82,0.1,,,,,,,2.61,0.09,,,4.89,0.07,,,36.6,0.97,,,,,,,,,,,,,16.1,0.31,,648,29.4,,,31.9,1.21,,,,,,,17.8,0.64,,,18,0.63,,,,,,,,,,,,18278,804,,,902,37.3,,
